,0
32415,0
32416,0
32417,0
32418,0
32419,0
32420,0
32421,1
32422,1
32423,1
32424,1
32425,1
32426,0
32427,1
32428,1
32429,1
32430,1
32431,0
32432,0
32433,1
32434,1
32435,1
32436,0
32437,1
32438,1
32439,0
32440,0
32441,1
32442,0
32443,1
32444,0
32445,1
32446,1
32447,0
32448,1
32449,0
32450,0
32451,0
32452,1
32453,1
32454,1
32455,0
32456,1
32457,0
32458,1
32459,1
32460,0
32461,1
32462,1
32463,1
32464,0
32465,1
32466,0
32467,0
32468,1
32469,1
32470,1
32471,0
32472,0
32473,1
32474,1
32475,1
32476,0
32477,1
32478,0
32479,0
32480,1
32481,1
32482,1
32483,0
32484,1
32485,1
32486,0
32487,1
32488,0
32489,0
32490,0
32491,1
32492,0
32493,1
32494,1
32495,1
32496,1
32497,1
32498,1
32499,1
32500,0
32501,1
32502,0
32503,1
32504,0
32505,1
32506,0
32507,0
32508,1
32509,0
32510,1
32511,0
32512,0
32513,0
32514,0
32515,0
32516,0
32517,1
32518,0
32519,0
32520,0
32521,1
32522,1
32523,1
32524,0
32525,1
32526,0
32527,1
32528,1
32529,0
32530,1
32531,1
32532,0
32533,1
32534,0
32535,0
32536,0
32537,0
32538,0
32539,0
32540,1
32541,1
32542,1
32543,1
32544,1
32545,1
32546,1
32547,1
32548,1
32549,1
32550,1
32551,0
32552,0
32553,0
32554,0
32555,0
32556,1
32557,1
32558,1
32559,1
32560,1
32561,0
32562,1
32563,0
32564,0
32565,1
32566,0
32567,1
32568,1
32569,1
32570,1
32571,1
32572,1
32573,1
32574,1
32575,0
32576,0
32577,1
32578,0
32579,1
32580,1
32581,0
32582,0
32583,0
32584,0
32585,0
32586,1
32587,0
32588,0
32589,1
32590,1
32591,0
32592,1
32593,0
32594,1
32595,1
32596,1
32597,1
32598,1
32599,0
32600,0
32601,0
32602,0
32603,1
32604,0
32605,1
32606,1
32607,1
32608,1
32609,0
32610,0
32611,0
32612,0
32613,0
32614,1
32615,1
32616,1
32617,1
32618,1
32619,1
32620,1
32621,1
32622,1
32623,0
32624,0
32625,0
32626,0
32627,1
32628,0
32629,1
32630,1
32631,0
32632,1
32633,0
32634,0
32635,0
32636,0
32637,0
32638,1
32639,1
32640,1
32641,1
32642,1
32643,0
32644,1
32645,1
32646,1
32647,0
32648,1
32649,0
32650,0
32651,1
32652,0
32653,0
32654,1
32655,1
32656,1
32657,0
32658,0
32659,0
32660,0
32661,1
32662,1
32663,1
32664,0
32665,0
32666,1
32667,1
32668,1
32669,1
32670,1
32671,0
32672,0
32673,0
32674,0
32675,1
32676,0
32677,0
32678,0
32679,1
32680,0
32681,0
32682,0
32683,0
32684,0
32685,0
32686,1
32687,0
32688,1
32689,1
32690,1
32691,1
32692,1
32693,0
32694,0
32695,1
32696,0
32697,0
32698,1
32699,1
32700,0
32701,1
32702,1
32703,0
32704,0
32705,0
32706,1
32707,0
32708,1
32709,1
32710,0
32711,1
32712,1
32713,1
32714,1
32715,0
32716,1
32717,1
32718,1
32719,1
32720,0
32721,0
32722,1
32723,1
32724,0
32725,1
32726,0
32727,0
32728,0
32729,0
32730,0
32731,0
32732,0
32733,1
32734,0
32735,1
32736,0
32737,1
32738,1
32739,1
32740,0
32741,1
32742,0
32743,0
32744,1
32745,0
32746,0
32747,1
32748,1
32749,0
32750,1
32751,1
32752,0
32753,0
32754,0
32755,0
32756,0
32757,0
32758,0
32759,0
32760,1
32761,1
32762,1
32763,1
32764,0
32765,1
32766,0
32767,1
32768,0
32769,0
32770,1
32771,0
32772,0
32773,1
32774,1
32775,0
32776,0
32777,0
32778,1
32779,0
32780,0
32781,0
32782,0
32783,1
32784,1
32785,1
32786,0
32787,1
32788,0
32789,1
32790,1
32791,1
32792,1
32793,0
32794,0
32795,1
32796,1
32797,0
32798,1
32799,0
32800,0
32801,0
32802,0
32803,0
32804,0
32805,1
32806,0
32807,1
32808,1
32809,1
32810,0
32811,1
32812,0
32813,1
32814,0
32815,1
32816,0
32817,1
32818,0
32819,1
32820,0
32821,1
32822,0
32823,0
32824,0
32825,0
32826,0
32827,0
32828,0
32829,1
32830,1
32831,0
32832,0
32833,1
32834,0
32835,1
32836,1
32837,0
32838,0
32839,0
32840,0
32841,0
32842,0
32843,0
32844,0
32845,0
32846,1
32847,0
32848,1
32849,0
32850,0
32851,0
32852,0
32853,1
32854,0
32855,1
32856,1
32857,0
32858,0
32859,1
32860,1
32861,0
32862,0
32863,0
32864,1
32865,1
32866,0
32867,0
32868,0
32869,0
32870,0
32871,1
32872,0
32873,0
32874,0
32875,0
32876,0
32877,0
32878,1
32879,1
32880,1
32881,1
32882,1
32883,1
32884,1
32885,1
32886,0
32887,0
32888,1
32889,0
32890,0
32891,0
32892,0
32893,0
32894,1
32895,1
32896,0
32897,0
32898,0
32899,0
32900,0
32901,0
32902,1
32903,0
32904,1
32905,1
32906,1
32907,1
32908,1
32909,1
32910,0
32911,1
32912,1
32913,1
32914,1
32915,0
32916,1
32917,1
32918,0
32919,1
32920,1
32921,0
32922,0
32923,0
32924,0
32925,1
32926,0
32927,1
32928,1
32929,1
32930,1
32931,1
32932,1
32933,1
32934,0
32935,1
32936,0
32937,0
32938,0
32939,0
32940,0
32941,1
32942,1
32943,1
32944,0
32945,0
32946,0
32947,0
32948,0
32949,0
32950,1
32951,0
32952,1
32953,1
32954,1
32955,1
32956,1
32957,1
32958,0
32959,0
32960,0
32961,0
32962,0
32963,1
32964,0
32965,0
32966,0
32967,0
32968,1
32969,0
32970,0
32971,0
32972,0
32973,0
32974,1
32975,0
32976,1
32977,1
32978,1
32979,1
32980,1
32981,1
32982,0
32983,0
32984,0
32985,1
32986,0
32987,1
32988,0
32989,1
32990,0
32991,0
32992,1
32993,0
32994,0
32995,0
32996,0
32997,1
32998,1
32999,0
33000,1
33001,1
33002,0
33003,1
33004,0
33005,1
33006,1
33007,0
33008,0
33009,0
33010,1
33011,0
33012,1
33013,1
33014,1
33015,1
33016,1
33017,0
33018,0
33019,0
33020,0
33021,1
33022,1
33023,1
33024,1
33025,1
33026,1
33027,1
33028,1
33029,1
33030,0
33031,1
33032,0
33033,1
33034,1
33035,0
33036,1
33037,1
33038,0
33039,0
33040,0
33041,1
33042,0
33043,0
33044,1
33045,1
33046,1
33047,1
33048,1
33049,1
33050,1
33051,1
33052,1
33053,1
33054,0
33055,0
33056,0
33057,1
33058,0
33059,1
33060,1
33061,0
33062,1
33063,1
33064,0
33065,0
33066,0
33067,0
33068,0
33069,1
33070,0
33071,0
33072,1
33073,1
33074,1
33075,0
33076,0
33077,0
33078,0
33079,0
33080,0
33081,0
33082,1
33083,1
33084,1
33085,1
33086,0
33087,0
33088,0
33089,0
33090,0
33091,0
33092,1
33093,0
33094,0
33095,0
33096,1
33097,0
33098,1
33099,1
33100,1
33101,1
33102,1
33103,1
33104,0
33105,1
33106,0
33107,0
33108,0
33109,0
33110,1
33111,1
33112,0
33113,1
33114,0
33115,1
33116,0
33117,0
33118,1
33119,1
33120,1
33121,1
33122,1
33123,1
33124,1
33125,1
33126,0
33127,0
33128,0
33129,0
33130,1
33131,0
33132,1
33133,1
33134,0
33135,0
33136,1
33137,0
33138,0
33139,0
33140,0
33141,0
33142,1
33143,1
33144,1
33145,1
33146,1
33147,1
33148,1
33149,1
33150,1
33151,0
33152,1
33153,0
33154,0
33155,1
33156,1
33157,0
33158,0
33159,1
33160,1
33161,0
33162,0
33163,0
33164,0
33165,0
33166,1
33167,0
33168,0
33169,0
33170,1
33171,1
33172,0
33173,1
33174,0
33175,0
33176,0
33177,1
33178,1
33179,1
33180,0
33181,0
33182,0
33183,1
33184,1
33185,0
33186,0
33187,0
33188,1
33189,1
33190,1
33191,0
33192,1
33193,1
33194,1
33195,1
33196,1
33197,1
33198,1
33199,1
33200,1
33201,0
33202,0
33203,0
33204,0
33205,0
33206,1
33207,1
33208,0
33209,1
33210,0
33211,0
33212,0
33213,1
33214,0
33215,1
33216,1
33217,1
33218,1
33219,1
33220,1
33221,1
33222,0
33223,0
33224,0
33225,1
33226,1
33227,1
33228,1
33229,1
33230,1
33231,0
33232,0
33233,0
33234,0
33235,0
33236,1
33237,0
33238,1
33239,1
33240,1
33241,1
33242,1
33243,0
33244,1
33245,1
33246,1
33247,0
33248,0
33249,0
33250,0
33251,0
33252,0
33253,1
33254,1
33255,1
33256,1
33257,0
33258,0
33259,0
33260,1
33261,1
33262,1
33263,1
33264,1
33265,1
33266,0
33267,1
33268,1
33269,1
33270,0
33271,0
33272,0
33273,0
33274,0
33275,0
33276,1
33277,1
33278,1
33279,0
33280,0
33281,0
33282,0
33283,0
33284,0
33285,1
33286,1
33287,1
33288,1
33289,1
33290,1
33291,0
33292,1
33293,1
33294,0
33295,0
33296,1
33297,0
33298,0
33299,0
33300,1
33301,0
33302,0
33303,0
33304,0
33305,1
33306,0
33307,1
33308,0
33309,0
33310,1
33311,0
33312,1
33313,1
33314,1
33315,1
33316,1
33317,1
33318,1
33319,1
33320,0
33321,1
33322,0
33323,1
33324,0
33325,0
33326,1
33327,0
33328,1
33329,0
33330,0
33331,1
33332,0
33333,1
33334,1
33335,1
33336,1
33337,1
33338,1
33339,1
33340,0
33341,1
33342,1
33343,1
33344,1
33345,0
33346,0
33347,1
33348,0
33349,1
33350,1
33351,0
33352,0
33353,0
33354,0
33355,0
33356,0
33357,1
33358,0
33359,0
33360,1
33361,1
33362,1
33363,1
33364,1
33365,1
33366,1
33367,1
33368,0
33369,0
33370,1
33371,1
33372,1
33373,1
33374,0
33375,0
33376,1
33377,0
33378,0
33379,0
33380,0
33381,1
33382,0
33383,1
33384,1
33385,0
33386,1
33387,1
33388,1
33389,1
33390,0
33391,0
33392,1
33393,0
33394,0
33395,1
33396,1
33397,1
33398,0
33399,1
33400,0
33401,0
33402,0
33403,0
33404,0
33405,1
33406,0
33407,0
33408,1
33409,1
33410,0
33411,1
33412,1
33413,1
33414,0
33415,0
33416,0
33417,1
33418,1
33419,1
33420,1
33421,1
33422,0
33423,1
33424,0
33425,0
33426,0
33427,0
33428,0
33429,0
33430,0
33431,1
33432,0
33433,0
33434,0
33435,1
33436,1
33437,1
33438,0
33439,0
33440,0
33441,0
33442,1
33443,1
33444,1
33445,0
33446,1
33447,0
33448,1
33449,0
33450,0
33451,0
33452,0
33453,1
33454,1
33455,1
33456,1
33457,1
33458,1
33459,1
33460,1
33461,1
33462,1
33463,0
33464,0
33465,0
33466,0
33467,0
33468,0
33469,0
33470,1
33471,0
33472,1
33473,0
33474,1
33475,0
33476,0
33477,0
33478,1
33479,1
33480,0
33481,1
33482,0
33483,1
33484,0
33485,1
33486,0
33487,0
33488,1
33489,0
33490,1
33491,0
33492,0
33493,0
33494,1
33495,1
33496,1
33497,0
33498,0
33499,0
33500,0
33501,1
33502,0
33503,0
33504,1
33505,1
33506,1
33507,1
33508,0
33509,1
33510,0
33511,1
33512,0
33513,0
33514,1
33515,1
33516,0
33517,1
33518,0
33519,1
33520,1
33521,0
33522,0
33523,0
33524,0
33525,0
33526,0
33527,0
33528,0
33529,1
33530,0
33531,1
33532,1
33533,1
33534,0
33535,0
33536,0
33537,0
33538,1
33539,1
33540,0
33541,1
33542,0
33543,0
33544,1
33545,1
33546,0
33547,0
33548,0
33549,0
33550,1
33551,1
33552,1
33553,1
33554,1
33555,1
33556,1
33557,1
33558,0
33559,0
33560,1
33561,1
33562,1
33563,1
33564,0
33565,0
33566,1
33567,1
33568,1
33569,0
33570,0
33571,0
33572,1
33573,1
33574,1
33575,0
33576,0
33577,0
33578,1
33579,1
33580,1
33581,1
33582,0
33583,0
33584,0
33585,1
33586,0
33587,1
33588,0
33589,1
33590,0
33591,0
33592,0
33593,1
33594,0
33595,0
33596,0
33597,0
33598,0
33599,0
33600,1
33601,1
33602,1
33603,1
33604,1
33605,1
33606,0
33607,1
33608,1
33609,0
33610,1
33611,0
33612,0
33613,1
33614,1
33615,0
33616,0
33617,0
33618,0
33619,1
33620,0
33621,1
33622,1
33623,1
33624,0
33625,1
33626,1
33627,0
33628,0
33629,1
33630,0
33631,0
33632,0
33633,1
33634,0
33635,1
33636,0
33637,0
33638,0
33639,1
33640,1
33641,0
33642,0
33643,1
33644,0
33645,1
33646,0
33647,1
33648,1
33649,1
33650,1
33651,0
33652,1
33653,1
33654,0
33655,0
33656,0
33657,1
33658,1
33659,0
33660,1
33661,0
33662,0
33663,1
33664,1
33665,0
33666,0
33667,1
33668,0
33669,1
33670,0
33671,1
33672,1
33673,1
33674,1
33675,1
33676,1
33677,1
33678,0
33679,1
33680,0
33681,1
33682,1
33683,0
33684,1
33685,0
33686,1
33687,1
33688,1
33689,0
33690,0
33691,0
33692,0
33693,1
33694,1
33695,0
33696,1
33697,1
33698,1
33699,1
33700,0
33701,1
33702,0
33703,0
33704,0
33705,0
33706,0
33707,1
33708,0
33709,1
33710,1
33711,0
33712,1
33713,0
33714,0
33715,0
33716,1
33717,1
33718,0
33719,1
33720,1
33721,1
33722,1
33723,0
33724,1
33725,1
33726,0
33727,0
33728,0
33729,0
33730,0
33731,0
33732,1
33733,0
33734,0
33735,1
33736,0
33737,0
33738,0
33739,0
33740,0
33741,0
33742,1
33743,0
33744,1
33745,1
33746,1
33747,1
33748,1
33749,1
33750,0
33751,0
33752,0
33753,0
33754,1
33755,0
33756,1
33757,0
33758,1
33759,0
33760,0
33761,0
33762,0
33763,0
33764,0
33765,1
33766,1
33767,1
33768,1
33769,0
33770,1
33771,1
33772,1
33773,1
33774,1
33775,0
33776,0
33777,1
33778,0
33779,1
33780,1
33781,1
33782,1
33783,1
33784,0
33785,0
33786,0
33787,0
33788,0
33789,0
33790,1
33791,0
33792,1
33793,1
33794,1
33795,1
33796,1
33797,0
33798,1
33799,0
33800,0
33801,1
33802,0
33803,0
33804,0
33805,0
33806,0
33807,1
33808,0
33809,0
33810,0
33811,0
33812,0
33813,1
33814,1
33815,1
33816,1
33817,1
33818,1
33819,1
33820,1
33821,1
33822,1
33823,0
33824,0
33825,0
33826,1
33827,0
33828,0
33829,1
33830,0
33831,0
33832,0
33833,0
33834,0
33835,0
33836,0
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,1
33844,1
33845,1
33846,1
33847,0
33848,0
33849,0
33850,1
33851,1
33852,0
33853,0
33854,0
33855,0
33856,1
33857,0
33858,0
33859,0
33860,0
33861,0
33862,0
33863,1
33864,1
33865,1
33866,0
33867,1
33868,0
33869,1
33870,0
33871,0
33872,0
33873,0
33874,1
33875,1
33876,0
33877,0
33878,0
33879,1
33880,1
33881,0
33882,1
33883,1
33884,0
33885,0
33886,1
33887,1
33888,1
33889,0
33890,1
33891,1
33892,1
33893,1
33894,0
33895,0
33896,1
33897,0
33898,1
33899,0
33900,1
33901,0
33902,1
33903,0
33904,1
33905,0
33906,0
33907,0
33908,0
33909,0
33910,1
33911,1
33912,1
33913,1
33914,0
33915,1
33916,1
33917,1
33918,1
33919,0
33920,0
33921,1
33922,1
33923,0
33924,1
33925,0
33926,1
33927,0
33928,1
33929,0
33930,1
33931,0
33932,0
33933,0
33934,0
33935,1
33936,1
33937,0
33938,1
33939,1
33940,1
33941,1
33942,0
33943,0
33944,0
33945,1
33946,1
33947,1
33948,0
33949,0
33950,0
33951,0
33952,1
33953,0
33954,0
33955,1
33956,0
33957,0
33958,1
33959,0
33960,1
33961,0
33962,1
33963,1
33964,0
33965,1
33966,0
33967,1
33968,0
33969,0
33970,1
33971,0
33972,1
33973,1
33974,1
33975,1
33976,1
33977,0
33978,0
33979,0
33980,0
33981,0
33982,0
33983,0
33984,1
33985,1
33986,1
33987,1
33988,0
33989,1
33990,0
33991,1
33992,0
33993,1
33994,0
33995,1
33996,1
33997,1
33998,1
33999,0
34000,1
34001,0
34002,0
34003,1
34004,0
34005,1
34006,1
34007,1
34008,0
34009,1
34010,0
34011,1
34012,1
34013,1
34014,1
34015,0
34016,0
34017,1
34018,1
34019,1
34020,0
34021,0
34022,1
34023,0
34024,1
34025,0
34026,0
34027,0
34028,0
34029,1
34030,1
34031,1
34032,1
34033,1
34034,1
34035,1
34036,0
34037,1
34038,0
34039,0
34040,0
34041,0
34042,1
34043,1
34044,1
34045,0
34046,0
34047,0
34048,0
34049,0
34050,0
34051,0
34052,0
34053,1
34054,0
34055,1
34056,1
34057,0
34058,1
34059,1
34060,1
34061,1
34062,0
34063,0
34064,0
34065,1
34066,1
34067,0
34068,0
34069,0
34070,0
34071,0
34072,0
34073,0
34074,0
34075,0
34076,0
34077,0
34078,1
34079,0
34080,1
34081,1
34082,1
34083,1
34084,1
34085,1
34086,1
34087,0
34088,0
34089,0
34090,1
34091,1
34092,0
34093,0
34094,0
34095,0
34096,1
34097,0
34098,0
34099,0
34100,0
34101,0
34102,0
34103,0
34104,1
34105,0
34106,0
34107,0
34108,1
34109,1
34110,0
34111,0
34112,0
34113,0
34114,1
34115,1
34116,1
34117,0
34118,0
34119,1
34120,0
34121,0
34122,0
34123,1
34124,0
34125,0
34126,0
34127,1
34128,1
34129,1
34130,1
34131,1
34132,1
34133,0
34134,1
34135,0
34136,0
34137,0
34138,1
34139,0
34140,1
34141,0
34142,0
34143,1
34144,1
34145,0
34146,0
34147,0
34148,0
34149,1
34150,1
34151,1
34152,1
34153,1
34154,1
34155,1
34156,0
34157,1
34158,1
34159,0
34160,0
34161,0
34162,0
34163,1
34164,0
34165,0
34166,0
34167,1
34168,0
34169,0
34170,0
34171,0
34172,0
34173,1
34174,1
34175,1
34176,0
34177,0
34178,1
34179,0
34180,1
34181,1
34182,1
34183,0
34184,0
34185,0
34186,0
34187,1
34188,1
34189,1
34190,1
34191,1
34192,1
34193,0
34194,0
34195,0
34196,0
34197,0
34198,1
34199,1
34200,1
34201,1
34202,1
34203,1
34204,1
34205,1
34206,1
34207,0
34208,1
34209,0
34210,1
34211,0
34212,1
34213,0
34214,1
34215,1
34216,0
34217,0
34218,0
34219,0
34220,0
34221,1
34222,1
34223,1
34224,0
34225,1
34226,1
34227,1
34228,1
34229,1
34230,0
34231,0
34232,0
34233,0
34234,1
34235,0
34236,1
34237,0
34238,0
34239,1
34240,1
34241,0
34242,0
34243,0
34244,0
34245,1
34246,1
34247,1
34248,1
34249,1
34250,1
34251,1
34252,0
34253,0
34254,1
34255,0
34256,0
34257,0
34258,0
34259,0
34260,0
34261,0
34262,1
34263,0
34264,1
34265,0
34266,0
34267,1
34268,0
34269,0
34270,1
34271,1
34272,1
34273,1
34274,1
34275,0
34276,1
34277,0
34278,1
34279,1
34280,0
34281,0
34282,1
34283,0
34284,1
34285,1
34286,1
34287,1
34288,1
34289,0
34290,0
34291,0
34292,0
34293,0
34294,1
34295,1
34296,0
34297,1
34298,1
34299,1
34300,1
34301,0
34302,1
34303,0
34304,0
34305,0
34306,1
34307,0
34308,0
34309,0
34310,0
34311,1
34312,1
34313,0
34314,0
34315,0
34316,0
34317,0
34318,1
34319,1
34320,1
34321,1
34322,1
34323,1
34324,1
34325,1
34326,0
34327,0
34328,0
34329,0
34330,1
34331,1
34332,0
34333,1
34334,1
34335,0
34336,0
34337,0
34338,0
34339,0
34340,1
34341,0
34342,1
34343,1
34344,1
34345,0
34346,1
34347,1
34348,1
34349,1
34350,1
34351,0
34352,0
34353,1
34354,1
34355,0
34356,0
34357,1
34358,1
34359,1
34360,1
34361,0
34362,0
34363,0
34364,0
34365,1
34366,1
34367,1
34368,1
34369,1
34370,1
34371,1
34372,1
34373,1
34374,0
34375,1
34376,0
34377,0
34378,1
34379,1
34380,0
34381,0
34382,1
34383,1
34384,1
34385,0
34386,0
34387,0
34388,1
34389,0
34390,1
34391,0
34392,1
34393,1
34394,1
34395,1
34396,1
34397,1
34398,0
34399,1
34400,1
34401,0
34402,0
34403,1
34404,1
34405,1
34406,0
34407,1
34408,0
34409,0
34410,0
34411,0
34412,0
34413,1
34414,1
34415,1
34416,1
34417,0
34418,1
34419,0
34420,1
34421,1
34422,1
34423,1
34424,0
34425,0
34426,1
34427,0
34428,1
34429,0
34430,0
34431,0
34432,0
34433,0
34434,0
34435,0
34436,0
34437,0
34438,0
34439,1
34440,1
34441,1
34442,1
34443,1
34444,0
34445,1
34446,1
34447,0
34448,1
34449,0
34450,0
34451,0
34452,1
34453,0
34454,1
34455,0
34456,0
34457,0
34458,1
34459,0
34460,0
34461,0
34462,1
34463,0
34464,1
34465,1
34466,0
34467,0
34468,1
34469,1
34470,1
34471,0
34472,1
34473,0
34474,0
34475,1
34476,0
34477,1
34478,1
34479,0
34480,1
34481,0
34482,0
34483,0
34484,0
34485,1
34486,1
34487,0
34488,0
34489,1
34490,1
34491,1
34492,1
34493,1
34494,0
34495,0
34496,0
34497,0
34498,0
34499,1
34500,0
34501,0
34502,1
34503,0
34504,1
34505,0
34506,1
34507,0
34508,0
34509,0
34510,1
34511,1
34512,1
34513,1
34514,1
34515,1
34516,1
34517,1
34518,0
34519,0
34520,1
34521,0
34522,1
34523,0
34524,0
34525,1
34526,0
34527,0
34528,1
34529,1
34530,0
34531,0
34532,0
34533,0
34534,0
34535,1
34536,0
34537,1
34538,1
34539,1
34540,1
34541,0
34542,1
34543,0
34544,0
34545,0
34546,0
34547,0
34548,1
34549,1
34550,1
34551,1
34552,1
34553,0
34554,0
34555,0
34556,0
34557,0
34558,1
34559,1
34560,1
34561,1
34562,1
34563,1
34564,1
34565,1
34566,0
34567,0
34568,1
34569,0
34570,1
34571,1
34572,1
34573,1
34574,1
34575,0
34576,0
34577,0
34578,0
34579,0
34580,0
34581,1
34582,0
34583,0
34584,1
34585,1
34586,1
34587,1
34588,1
34589,0
34590,0
34591,0
34592,0
34593,0
34594,1
34595,0
34596,1
34597,1
34598,1
34599,0
34600,0
34601,1
34602,0
34603,1
34604,0
34605,1
34606,1
34607,1
34608,1
34609,0
34610,0
34611,0
34612,1
34613,1
34614,0
34615,1
34616,0
34617,0
34618,0
34619,1
34620,0
34621,0
34622,1
34623,0
34624,1
34625,0
34626,0
34627,1
34628,0
34629,1
34630,1
34631,1
34632,1
34633,1
34634,1
34635,1
34636,1
34637,1
34638,0
34639,0
34640,0
34641,0
34642,0
34643,1
34644,1
34645,0
34646,0
34647,1
34648,0
34649,0
34650,0
34651,0
34652,0
34653,0
34654,1
34655,1
34656,1
34657,1
34658,1
34659,1
34660,1
34661,1
34662,1
34663,1
34664,0
34665,0
34666,0
34667,0
34668,0
34669,1
34670,1
34671,1
34672,1
34673,0
34674,0
34675,0
34676,0
34677,0
34678,1
34679,1
34680,1
34681,1
34682,1
34683,0
34684,1
34685,1
34686,1
34687,0
34688,1
34689,1
34690,1
34691,0
34692,0
34693,0
34694,1
34695,0
34696,0
34697,0
34698,1
34699,0
34700,0
34701,1
34702,1
34703,1
34704,1
34705,1
34706,1
34707,1
34708,1
34709,1
34710,1
34711,0
34712,0
34713,0
34714,0
34715,1
34716,0
34717,1
34718,1
34719,1
34720,0
34721,0
34722,1
34723,0
34724,0
34725,1
34726,1
34727,1
34728,0
34729,1
34730,1
34731,1
34732,1
34733,1
34734,1
34735,0
34736,0
34737,0
34738,0
34739,1
34740,0
34741,1
34742,0
34743,1
34744,0
34745,0
34746,0
34747,0
34748,0
34749,1
34750,0
34751,0
34752,1
34753,1
34754,1
34755,1
34756,1
34757,0
34758,0
34759,0
34760,1
34761,0
34762,1
34763,1
34764,1
34765,0
34766,0
34767,1
34768,1
34769,0
34770,0
34771,0
34772,0
34773,1
34774,1
34775,0
34776,1
34777,1
34778,1
34779,1
34780,1
34781,0
34782,1
34783,0
34784,0
34785,0
34786,1
34787,1
34788,1
34789,1
34790,1
34791,1
34792,0
34793,0
34794,0
34795,0
34796,0
34797,0
34798,1
34799,1
34800,1
34801,1
34802,1
34803,1
34804,0
34805,1
34806,1
34807,0
34808,0
34809,0
34810,1
34811,1
34812,1
34813,0
34814,1
34815,0
34816,0
34817,0
34818,0
34819,0
34820,0
34821,0
34822,1
34823,1
34824,1
34825,1
34826,1
34827,1
34828,1
34829,1
34830,1
34831,0
34832,0
34833,0
34834,1
34835,1
34836,1
34837,0
34838,0
34839,1
34840,1
34841,0
34842,0
34843,0
34844,0
34845,1
34846,1
34847,1
34848,1
34849,1
34850,1
34851,1
34852,1
34853,1
34854,0
34855,0
34856,0
34857,1
34858,0
34859,0
34860,0
34861,0
34862,1
34863,0
34864,0
34865,0
34866,0
34867,0
34868,0
34869,0
34870,1
34871,1
34872,0
34873,1
34874,1
34875,1
34876,1
34877,1
34878,0
34879,1
34880,0
34881,0
34882,0
34883,1
34884,1
34885,0
34886,1
34887,1
34888,1
34889,0
34890,0
34891,0
34892,0
34893,0
34894,1
34895,1
34896,1
34897,1
34898,0
34899,1
34900,1
34901,1
34902,0
34903,1
34904,1
34905,1
34906,1
34907,0
34908,1
34909,1
34910,1
34911,0
34912,1
34913,0
34914,0
34915,0
34916,0
34917,0
34918,1
34919,1
34920,1
34921,0
34922,1
34923,0
34924,1
34925,1
34926,0
34927,0
34928,0
34929,1
34930,0
34931,0
34932,0
34933,1
34934,1
34935,1
34936,1
34937,0
34938,0
34939,1
34940,0
34941,1
34942,1
34943,0
34944,1
34945,1
34946,1
34947,1
34948,1
34949,0
34950,0
34951,1
34952,0
34953,0
34954,1
34955,0
34956,1
34957,0
34958,0
34959,0
34960,0
34961,0
34962,1
34963,0
34964,0
34965,1
34966,1
34967,1
34968,1
34969,1
34970,0
34971,0
34972,1
34973,1
34974,1
34975,1
34976,0
34977,1
34978,1
34979,0
34980,1
34981,1
34982,1
34983,0
34984,1
34985,0
34986,0
34987,0
34988,0
34989,0
34990,1
34991,0
34992,1
34993,1
34994,1
34995,1
34996,0
34997,1
34998,0
34999,1
35000,0
35001,0
35002,0
35003,0
35004,1
35005,1
35006,1
35007,0
35008,1
35009,0
35010,0
35011,0
35012,0
35013,1
35014,1
35015,1
35016,1
35017,1
35018,1
35019,1
35020,1
35021,0
35022,1
35023,1
35024,0
35025,1
35026,1
35027,1
35028,1
35029,0
35030,0
35031,0
35032,0
35033,0
35034,0
35035,0
35036,0
35037,1
35038,1
35039,1
35040,1
35041,0
35042,1
35043,1
35044,0
35045,1
35046,1
35047,0
35048,0
35049,0
35050,0
35051,0
35052,0
35053,0
35054,0
35055,0
35056,0
35057,0
35058,0
35059,0
35060,0
35061,0
35062,1
35063,1
35064,0
35065,0
35066,1
35067,0
35068,1
35069,0
35070,0
35071,0
35072,0
35073,0
35074,1
35075,1
35076,0
35077,1
35078,1
35079,0
35080,0
35081,0
35082,0
35083,0
35084,0
35085,1
35086,1
35087,1
35088,1
35089,1
35090,0
35091,1
35092,0
35093,0
35094,0
35095,1
35096,0
35097,0
35098,0
35099,1
35100,1
35101,1
35102,1
35103,0
35104,0
35105,0
35106,0
35107,0
35108,0
35109,0
35110,1
35111,1
35112,1
35113,0
35114,1
35115,1
35116,0
35117,1
35118,1
35119,0
35120,0
35121,1
35122,1
35123,1
35124,0
35125,1
35126,0
35127,1
35128,1
35129,0
35130,0
35131,0
35132,0
35133,1
35134,0
35135,0
35136,1
35137,1
35138,1
35139,1
35140,0
35141,1
35142,1
35143,1
35144,0
35145,0
35146,1
35147,0
35148,1
35149,1
35150,0
35151,1
35152,0
35153,0
35154,0
35155,0
35156,0
35157,1
35158,1
35159,0
35160,1
35161,1
35162,1
35163,1
35164,1
35165,0
35166,1
35167,0
35168,0
35169,0
35170,1
35171,1
35172,1
35173,0
35174,1
35175,1
35176,1
35177,0
35178,0
35179,0
35180,0
35181,1
35182,1
35183,1
35184,1
35185,1
35186,1
35187,1
35188,1
35189,1
35190,0
35191,0
35192,1
35193,0
35194,0
35195,1
35196,0
35197,1
35198,1
35199,1
35200,1
35201,0
35202,0
35203,0
35204,0
35205,1
35206,0
35207,1
35208,1
35209,1
35210,1
35211,1
35212,1
35213,1
